role,location,title,company,description,created
data analyst,Bangalore,Data Analyst,Immunogen Pharmaceutical,"About Immunogen Targeting a better life for people with cancer is why we get up in the morning. It’s not enough to disrupt the progress of someone’s cancer; we want to keep cancer from disrupting someone’s life. That’s why everything we do is about developing the most precise, targeted cancer therap",2024-07-31T03:15:22Z
data analyst,Bangalore,Data Analyst,"DIGITAL HARBOR, Inc.","Who are We? Company Profile: Digital Harbor, Inc. , a Virginia, US-based company , is a pioneer in enterprise innovation, with several firsts including the global norm ‘Know Your Customer’ (KYC) in its credit. Its oeuvre, for last 20 years, is marked with disruptive platforms and products that have ",2025-07-26T08:48:26Z
data analyst,Bangalore,Data Analyst,Amagi Media Labs,"Data Analyst Job Description Summary Are you passionate about handling large & complex data problems, want to make an impact and have the desire to work on ground-breaking big data technologies? Then we are looking for you. At Amagi, great ideas have a way of becoming great products, services, and c",2022-01-21T04:29:35Z
data analyst,Bangalore,Data Analyst,Amagi Media Labs,"1. 2 to 4 years of experience 2. hands on experience using python, sql, tablaue 3. Data Analyst About Amagi ( www.amagi.com ): Amagi is a market leader in cloud based media technology services for channel creation, distribution and ad monetization. Amagi’s cloud technology and managed services is us",2022-01-21T04:29:34Z
data analyst,Bangalore,Data Analyst,Deloitte,"What impact will you make? Every day, your work will make an impact that matters, while you thrive in a dynamic culture of inclusion, collaboration and high performance. As the undisputed leader in professional services, Deloitte is where you’ll find unrivaled opportunities to succeed and realize yo",2025-07-20T07:58:18Z
data analyst,Bangalore,Data Analyst,Takeda Pharmaceuticals,"By clicking the ""Apply"" button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda's Privacy Notice and Terms of Use . I further attest that all information I submit in my employment",2025-07-16T10:40:16Z
data analyst,Bangalore,Data Analyst,Truecaller,"Hello, Truecaller is calling you from Bangalore, India! Ready to pick up? Our goal is to make communication smarter, safer, and more efficient, all while building trust everywhere. We're all about bringing you smart services with a big social impact, keeping you safe from fraud, harassment, scam cal",2025-08-01T08:14:14Z
data analyst,Bangalore,Data Analyst,Target,"About us: As a Fortune 50 company with more than 400,000 team members worldwide, Target is an iconic brand and one of America's leading retailers. At Target, we have a timeless purpose and a proven strategy and that hasn't happened by accident. Some of the best minds from diverse backgrounds come to",2025-06-04T23:53:08Z
data analyst,Bangalore,Data Analyst,Intercept Pharmaceuticals,"About Intercept Pharmaceuticals Intercept Pharmaceuticals, Inc. is an American biopharmaceutical company incorporated in 2002, focusing on the development of novel synthetic bile acid analogs to treat chronic liver diseases, such as primary biliary cirrhosis (PBC) now called primary biliary cholangi",2024-07-31T03:18:00Z
data analyst,Bangalore,Data Analyst,Recro,Job Description: Looking for someone with 2 years Strong experience over Python  SQL. Very proficient with the problem solving. Good Communication Skills. Skills:- Python,2023-08-29T13:12:02Z
data analyst,Bangalore,Data Analyst,Yulu Bikes,"Skill Set SQL, Python, Numpy,Pandas,Knowledge of Hive and Data warehousing concept will be a plus point. JD - Strong analytical skills with the ability to collect, organise, analyse and interpret trends or patterns in complex data sets and provide reports & visualisations. - Work with management to ",2020-01-25T17:57:23Z
data analyst,Bangalore,Data Analyst,CIEL HR Services,"Analytical tool: Redpoint Research and drawing insights Excellent written, oral and presentation skill Critical thinking and problem-solving skill Applications: SQL, Redpoint Description: Create unique fleet rich database using multi step matching rules Critical thinking in identifying record surviv",2021-11-18T04:24:02Z
data analyst,Bangalore,Data Analyst,Talent500 by ANSR,Primary Duties and Responsibilities Experience with Informatica Multidomain MDM 10.4 tool suite preferred Partnering with data architects and engineers to ensure an optimal data model design and implementation for each MDM domain in accordance with industry and MDM best practices Works with data gov,2022-12-26T06:16:30Z
data analyst,Bangalore,Data Analyst,,Its primary target is to create and maintain data pipelines. Strong analytics skills are needed to understand complex data sets . Experience in running database service on Cloud would be needed to run a secure data platform. The ideal candidate must have strong experience using a variety of data min,2024-05-10T07:39:00Z
data analyst,Bangalore,Data Analyst,Indium Software,"2 years of Analytics with predominant experience in SQL, SAS, Statistics, R , Python, Visualization Experienced in writing complex SQL select queries ( window functions & CTE’s) with advanced SQL experience Should be an individual contributor for initial few months based on project movement team wil",2022-11-11T06:35:47Z
data analyst,Bangalore,Data Analyst,zyoin,Location: Bangalore Work Timing: 5 Days A Week Responsibilities include: • Ensure right stakeholders gets right information at right time • Requirement gathering with stakeholders to understand their data requirement • Creating and deploying reports • Participate actively in datamarts design discuss,2021-10-26T04:51:56Z
data analyst,Bangalore,Data Analyst,Marktine,"Immediate Joiners Preferred NOTE: Working Shift: 11 am - 8 pm IST (/- one hour on need basis) Monday to Friday Responsibilities : 1. Leverage Alteryx to build, maintain, execute and deliver data assets. This entails using data analytics tools (combination of proprietary tools, Excel, and scripting),",2021-05-11T13:01:41Z
data analyst,Bangalore,Data Analyst,Ingrainhub,"Good knowledge of SQL , Microsoft Excel One Programming language in SAA/Python or R Skills: R Programming, Python and MS-Excel",2019-06-05T21:12:09Z
data analyst,Bangalore,Data Analyst,Rocket Kommerce,"Rocket Kommerce LLP: We are a Bangalore-based top-tier stealth-mode e-commerce enabling technology & solutions company powering several brands and leading e-commerce companies in India. Our product is a Cloud-based SaaS Inventory, Warehouse Management & Omni-Channel Solution. We have deep relationsh",2019-06-05T21:12:28Z
data analyst,Mumbai,Data Analyst,Tata Consultancy Services,"Greetings from TCS, TCS Mumbai Hiring for Data Analyst  Job Title :- Data Analyst Job Location: Mumbai Experience Range: 5 to 8 Years Required Technical Skillset:- Python, MYSQL, MS Excel MUST HAVE:- Python, Excel, Advance Excel, SQL Responsibilities:- Should be able to Understand the Assessment Sol",2025-07-20T07:57:28Z
data analyst,Mumbai,Data Analyst,TapTalent.ai," We're Hiring: Data Analyst!  We are seeking a highly skilled and creative Data Analyst to maximize our data visualization efforts. This role focuses on analyzing sales data and operational metrics to support performance management, forecasting, and reporting initiatives. The ideal candidate should ",2025-07-31T02:10:26Z
data analyst,Mumbai,Data Analyst,MSMEx,We are looking for a Data Analyst that oversees organisational data analytics. This will require you to design and help implement the data analytics platform that will keep the organisation running. The team will be the go-to for all data needs for the app and we are looking for a self-starter who i,2021-09-05T02:42:02Z
